customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2044,Male,0,No,Yes,59,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,106.62,6321.76,No
CUST2045,Female,1,No,No,52,No,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Bank transfer,65.67,3464.66,No
CUST2046,Female,0,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,109.89,5612.77,Yes
CUST2047,Female,0,Yes,No,47,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.0,2774.78,No
CUST2048,Male,0,No,Yes,18,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card,60.89,1156.64,Yes
CUST2049,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,44.42,716.18,Yes
CUST2050,Male,0,No,No,53,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,84.43,4539.45,No
CUST2051,Female,0,No,No,67,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,74.85,5060.2,No
CUST2052,Male,0,Yes,Yes,34,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.3,3834.61,Yes
CUST2053,Female,1,Yes,Yes,40,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer,62.92,2519.12,Yes
CUST2054,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,84.81,1045.59,No
CUST2055,Male,0,No,No,32,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.76,2986.01,Yes
CUST2056,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,51.99,774.92,Yes
CUST2057,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Credit card,108.08,6765.78,No
CUST2058,Male,0,Yes,Yes,14,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,58.09,846.64,Yes
CUST2059,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,83.74,2547.84,Yes
CUST2060,Male,0,No,No,27,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,81.58,2265.93,Yes
CUST2061,Male,0,No,Yes,9,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,62.14,614.13,Yes
CUST2062,Female,0,No,Yes,56,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.33,2174.37,Yes
CUST2063,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card,79.25,5589.13,Yes
CUST2064,Female,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,57.55,1878.12,No
CUST2065,Male,1,No,Yes,6,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Credit card,57.91,360.19,Yes
CUST2066,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,69.29,345.84,Yes
CUST2067,Female,0,No,No,56,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,87.72,4994.41,No
CUST2068,Male,1,Yes,Yes,71,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,92.96,6689.09,Yes
CUST2069,Female,0,No,Yes,39,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,62.71,2456.15,No
CUST2070,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card,31.99,884.61,Yes
CUST2071,Male,1,Yes,No,35,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.17,3536.04,Yes
CUST2072,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,86.94,4812.57,Yes
CUST2073,Female,1,Yes,No,46,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,100.07,4689.8,No
CUST2074,Female,1,No,No,70,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,51.59,3651.66,No
CUST2075,Male,0,Yes,No,39,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card,110.91,4405.3,Yes
CUST2076,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Electronic check,46.27,2685.0,No
CUST2077,Female,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Mailed check,48.98,2105.68,No
CUST2078,Male,0,No,Yes,65,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Electronic check,73.64,4839.5,Yes
CUST2079,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,119.73,1073.91,No
CUST2080,Female,0,Yes,No,5,No,No phone service,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.22,204.59,Yes
CUST2081,Male,0,No,No,64,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card,103.85,6718.51,No
CUST2082,Female,0,Yes,No,2,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,20.24,55.55,Yes
CUST2083,Male,0,Yes,Yes,36,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Two year,No,Mailed check,43.75,1577.83,No
CUST2084,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,54.61,1751.04,No
CUST2085,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Credit card,84.86,743.57,Yes
CUST2086,Male,0,No,Yes,52,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,31.38,1656.79,Yes
CUST2087,Female,1,Yes,No,50,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,32.87,1673.42,Yes
CUST2088,Male,1,Yes,No,70,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,34.64,2451.54,Yes
CUST2089,Female,0,No,Yes,25,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,86.26,2177.23,No
CUST2090,Male,1,Yes,Yes,15,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,31.46,502.38,Yes
CUST2091,Female,0,Yes,No,39,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,59.82,2348.97,No
CUST2092,Female,0,No,No,50,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,35.67,1809.44,Yes
CUST2093,Female,0,No,No,38,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,One year,No,Electronic check,58.21,2242.79,Yes
CUST2094,Female,0,No,No,54,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,91.4,4946.78,Yes
CUST2095,Male,1,No,No,35,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.77,1716.24,Yes
CUST2096,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.76,5280.71,No
CUST2097,Female,0,No,No,44,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,44.85,1977.52,Yes
CUST2098,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,93.76,786.02,Yes
CUST2099,Female,0,No,Yes,36,No,Yes,No,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,97.71,3592.31,No
CUST2100,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card,51.04,31.56,No
CUST2101,Male,0,No,Yes,65,No,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,22.38,1459.7,No
CUST2102,Male,0,No,Yes,62,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,32.91,2059.16,Yes
CUST2103,Male,0,Yes,No,42,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,69.1,2923.54,No
CUST2104,Female,0,No,Yes,27,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,58.21,1602.36,Yes
CUST2105,Female,0,No,No,30,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.56,1654.15,Yes
CUST2106,Female,0,No,No,68,No,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,77.93,5337.92,Yes
CUST2107,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,36.15,283.49,No
CUST2108,Male,0,No,No,33,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer,65.67,2181.03,No
CUST2109,Male,0,No,No,48,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Mailed check,40.34,1936.39,No
CUST2110,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,118.11,6750.58,No
CUST2111,Female,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.86,1164.49,Yes
CUST2112,Male,1,No,Yes,24,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer,21.58,526.88,No
CUST2113,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,76.42,209.37,No
CUST2114,Male,0,Yes,No,44,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.26,1156.25,No
CUST2115,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer,101.1,5170.9,Yes
CUST2116,Female,0,No,No,33,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,101.96,3422.69,Yes
CUST2117,Male,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,63.23,4345.18,No
CUST2118,Female,0,Yes,No,7,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,103.84,808.69,No
CUST2119,Male,0,No,No,26,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,94.05,2505.78,Yes
CUST2120,Female,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,33.54,2104.86,Yes
CUST2121,Female,1,No,Yes,24,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,105.96,2560.6,Yes
CUST2122,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,107.43,6194.22,Yes
CUST2123,Male,0,No,No,47,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,52.27,2478.92,Yes
CUST2124,Male,1,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Credit card,97.5,89.2,No
CUST2125,Female,1,No,No,7,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,109.74,835.7,Yes
CUST2126,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,94.56,1942.42,Yes
CUST2127,Male,0,Yes,Yes,28,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,29.4,840.2,Yes
CUST2128,Male,0,No,Yes,29,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card,29.46,878.83,Yes
CUST2129,Male,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer,118.24,237.81,Yes
CUST2130,Female,0,No,Yes,6,Yes,No,No,Yes,No,No,No internet service,No,Yes,One year,No,Electronic check,74.14,508.62,Yes
CUST2131,Male,1,No,Yes,10,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,84.44,846.86,No
CUST2132,Male,0,No,No,31,No,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.23,3512.94,Yes
CUST2133,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,20.74,1213.34,Yes
CUST2134,Male,0,No,Yes,11,Yes,No,No,No internet service,No,No internet service,No internet service,No,No,Two year,No,Mailed check,62.67,712.58,No
CUST2135,Male,0,No,No,37,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,76.64,2845.55,Yes
CUST2136,Male,0,Yes,Yes,23,No,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card,20.21,467.34,No
CUST2137,Female,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,82.44,5337.34,No
CUST2138,Female,0,Yes,Yes,17,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,105.09,1798.46,Yes
CUST2139,Female,0,No,Yes,45,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.49,1164.57,No
CUST2140,Female,0,Yes,No,55,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,100.42,5622.55,No
CUST2141,Female,0,No,Yes,62,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Credit card,117.75,7380.79,No
CUST2142,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Mailed check,112.03,680.61,Yes
CUST2143,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer,73.7,4830.45,Yes
CUST2144,Male,0,No,Yes,39,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,106.05,4224.44,Yes
CUST2145,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,97.06,5236.83,Yes
CUST2146,Female,0,No,Yes,30,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card,101.77,3127.15,Yes
CUST2147,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,59.81,3068.83,Yes
CUST2148,Male,0,Yes,Yes,30,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Mailed check,67.56,2043.77,No
CUST2149,Female,0,No,Yes,33,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,One year,No,Bank transfer,43.91,1483.45,No
CUST2150,Male,1,Yes,No,6,No,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,25.16,170.09,No
CUST2151,Male,0,Yes,No,15,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,79.72,1234.57,No
CUST2152,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,50.96,1074.58,Yes
CUST2153,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,70.27,3701.26,Yes
CUST2154,Male,0,No,No,16,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Credit card,116.27,1928.97,Yes
CUST2155,Female,1,No,No,3,Yes,Yes,DSL,No,No,No,No,No internet service,No,One year,Yes,Bank transfer,26.31,79.24,Yes
CUST2156,Female,0,No,Yes,60,Yes,No,No,No,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,107.35,6509.96,No
CUST2157,Female,0,Yes,No,51,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,28.68,1466.48,Yes
CUST2158,Male,0,Yes,Yes,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,85.36,2972.73,Yes
CUST2159,Female,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,54.33,2372.79,Yes
CUST2160,Male,0,No,Yes,14,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,30.01,421.69,No
CUST2161,Male,0,No,Yes,60,Yes,No phone service,No,No,No,Yes,No internet service,No,No,One year,No,Mailed check,95.69,5792.29,No
CUST2162,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card,89.86,3936.35,No
CUST2163,Male,0,Yes,No,20,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,84.03,1750.34,Yes
CUST2164,Female,1,Yes,Yes,46,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,116.49,5368.49,Yes
CUST2165,Female,1,No,No,48,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Credit card,22.37,1075.53,No
CUST2166,Male,0,No,Yes,52,No,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Credit card,63.47,3349.63,No
CUST2167,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,76.27,2000.76,Yes
CUST2168,Male,0,No,Yes,30,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,55.77,1706.23,No
CUST2169,Female,0,No,Yes,43,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer,86.95,3791.79,Yes
CUST2170,Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card,109.92,3476.75,Yes
CUST2171,Male,0,Yes,No,29,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.7,2631.61,No
CUST2172,Female,0,No,No,17,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.94,1311.05,Yes
CUST2173,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,93.78,5864.77,Yes
CUST2174,Female,0,No,Yes,15,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,30.96,480.34,No
CUST2175,Male,1,Yes,Yes,34,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Credit card,83.0,2857.95,No
CUST2176,Male,1,Yes,No,61,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,60.72,3720.89,No
CUST2177,Female,0,No,Yes,8,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.88,458.78,No
CUST2178,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,70.71,4339.48,Yes
CUST2179,Male,1,Yes,Yes,38,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,100.47,3830.6,Yes
CUST2180,Female,1,No,No,50,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card,61.26,3109.44,Yes
CUST2181,Female,0,Yes,No,9,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.24,869.58,Yes
CUST2182,Male,0,No,Yes,51,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Bank transfer,78.89,4047.78,Yes
CUST2183,Male,0,Yes,No,11,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,111.62,1244.69,Yes
CUST2184,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,64.48,4606.43,Yes
CUST2185,Male,1,Yes,Yes,61,No,No phone service,No,No internet service,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,101.99,6228.11,No
CUST2186,Male,0,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,No,Two year,No,Bank transfer,104.2,231.61,No
CUST2187,Male,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Two year,Yes,Electronic check,66.42,728.23,Yes
CUST2188,Female,0,Yes,No,7,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,68.86,492.38,Yes
CUST2189,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,53.34,1188.15,Yes
CUST2190,Male,0,Yes,Yes,9,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,69.56,635.71,Yes
CUST2191,Female,0,No,Yes,17,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,44.93,804.79,No
CUST2192,Male,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,105.83,4119.42,Yes
CUST2193,Female,0,Yes,Yes,25,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,44.99,1127.43,Yes
CUST2194,Male,0,Yes,Yes,10,No,No,No,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,45.76,498.7,No
CUST2195,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Mailed check,109.57,1001.72,Yes
CUST2196,Female,0,Yes,No,2,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Credit card,73.22,175.53,No
CUST2197,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,30.51,1879.0,Yes
CUST2198,Female,0,Yes,Yes,70,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,54.57,3845.13,No
CUST2199,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,90.54,5444.71,Yes
CUST2200,Male,0,Yes,No,3,Yes,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,60.58,229.69,Yes
CUST2201,Male,0,No,Yes,60,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,62.32,3782.04,Yes
CUST2202,Female,0,No,Yes,7,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,69.87,554.85,No
CUST2203,Male,0,No,Yes,12,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,42.25,521.91,Yes
CUST2204,Male,0,Yes,No,11,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,62.41,713.37,No
CUST2205,Male,0,No,Yes,34,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,Yes,Mailed check,41.53,1426.55,Yes
CUST2206,Male,1,No,Yes,53,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,55.07,2922.18,No
CUST2207,Male,0,Yes,Yes,50,No,No phone service,No,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,73.24,3666.03,No
CUST2208,Female,0,Yes,Yes,42,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,89.37,3821.58,No
CUST2209,Female,0,Yes,Yes,65,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card,83.39,5444.1,Yes
CUST2210,Male,0,Yes,Yes,14,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,77.55,1123.48,Yes
CUST2211,Male,0,No,No,48,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Electronic check,79.55,3896.28,No
CUST2212,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer,71.09,2347.23,No
CUST2213,Female,0,Yes,No,38,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Two year,No,Electronic check,81.46,3137.65,Yes
CUST2214,Male,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,57.55,1468.57,No
CUST2215,Female,0,Yes,No,68,No,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,109.94,7585.7,Yes
CUST2216,Female,0,Yes,Yes,47,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card,79.06,3781.78,No
CUST2217,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card,113.66,5690.59,No
CUST2218,Male,0,Yes,Yes,3,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer,60.46,190.88,Yes
